Termo,Título,Resumo,Palavras-chave,URL artigo
educação na pandemia,Delicadas experiências formativas: tessitura de espaços de cuidado e ensino com grupo de estudantes universitários durante pandemia,"Os processos educativos têm exigido e possibilitado delinear e vivenciar experiências de formação e cuidado em resposta aos efeitos da atual pandemia. Em consonância com essa afirmação, o presente trabalho tem por objetivo relatar uma experiência formativa com estudantes do curso de Terapia Ocupacional de uma universidade pública durante a pandemia de Covid-19. A experiência foi analisada em dois momentos, nomeados no relato como “Respiros”. No primeiro momento, em ambiente virtual, foram realizadas rodas de conversa-mosaico sem a presença obrigatória das estudantes; no segundo momento, como um módulo opcional no currículo, foram introduzidas práticas artísticas e corporais como dispositivos para o cuidado, expressão e conexão entre os corpos. As estudantes indicaram a importância de se criar um ambiente confiável e de sustentarmos uma proposta coletiva, dando ensejo à construção de corpos sensíveis, inventivos e críticos, fundamentais no exercício profissional.",Terapia Ocupacional; Educação; Pandemia; Ambiente virtual,https://www.scielo.br/j/icse/a/pS6kwYVGMq3rhVbPvGgWqpq/?lang=pt
educação na pandemia,Ambiente de prática profissional em enfermagem na perspectiva de estudantes na COVID-19,"Objetivo
Avaliar o ambiente da prática profissional em enfermagem na perspectiva de estudantes no contexto da pandemia da COVID-19.

Métodos
Estudo transversal, realizado com amostra por conveniência de 43 estudantes da última série do bacharelado em Enfermagem de uma universidade federal, localizada no município de São Paulo, SP, Brasil. Variáveis de caracterização: gênero, etnia, idade, local de estágio e um questionamento se já trabalharam e/ou realizam estágio extracurricular na área. Aplicou-se o Instrumento Practice Environment Scale - versão brasileira validada, composto de 24 itens e 5 subescalas. Os dados foram analisados com estatística descritiva e inferencial por meio dos testes: Kruskal Wallis, ANOVA, Tukey, t-student e Mann Whitney. Foi realizada a análise de regressão logística. Considerou-se como nível de significância de p<0,005.

Resultados
A Subescala 3 “adequação da equipe e de recursos” foi a única que apresentou média desfavorável (53,49%). A variável “ter trabalhado e/ou realizado estágio extracurricular” mostrou-se estatisticamente significante na Subescala 2 “habilidade, liderança e suporte dos coordenadores/supervisores de enfermagem aos enfermeiros/equipe de enfermagem” (p=0,003). Na média geral, os estudantes avaliaram o ambiente como favorável (p<0,001).

Conclusão
Apesar do contexto, a maioria dos estudantes avaliaram o ambiente como favorável. A variável “ter trabalhado e/ou realizado estágio extracurricular” foi estatisticamente significativa. A capacitação das lideranças, o fortalecimento de programas de educação continuada e o envolvimento dos enfermeiros nas atividades, resoluções de problemas e comissões internas da instituição, são considerados preâmbulos para ofertar uma assistência qualificada dentro de um ambiente de prática profissional próximo do favorável.",Estudantes de enfermagem; Enfermagem; Ambiente de trabalho; Prática profissional; Infecções por coronavírus; COVID-19,https://www.scielo.br/j/ape/a/FhrCjJYgb6YSwmWmpFMrDnh/?lang=pt
educação na pandemia,Autoetnografia colaborativa em tempos de pandemia: uma experiência de ensinoaprendizagem terapêutica e decolonial,"Esta Autoetnografia colaborativa teve como objetivo compreender a experiência de três estudantes em disciplina de Autoetnografia no programa de pós-graduação na Faculdade de Farmácia da Universidade Federal de Minas Gerais durante o período inicial da pandemia de Covid-19. Para tal, os diários de campo e as produções autoetnográficas dos estudantes – textos, poemas, fotografias, arquivos em áudio e arquivos em vídeo com performances ou dança – foram analisados. Destacaram-se os diversos aspectos terapêuticos e decoloniais que a Autoetnografia oportuniza pelo exercício metacognitivo. A disciplina humanizou o ambiente acadêmico proporcionando interconexão das ciências convencionais com as artes e a cultura. Este trabalho aponta os benefícios da Autoetnografia para a formação de profissionais de saúde críticos e reflexivos, especialmente os farmacêuticos, por promover competências apropriadas ao cuidado centrado na pessoa.",Autoetnografia; Covid-19; Formação de profissionais de saúde; Pedagogia decolonial; Pesquisa qualitativa,https://www.scielo.br/j/icse/a/nDGHLzsMCZRbrtnN7HQXnVC/?lang=pt
educação na pandemia,Impacto da Covid-19 em profissionais de enfermagem: revisão sistemática e meta-análise,"O trabalho de enfermagem possui uma demanda crescente, tornando-se extenuante especialmente durante a pandemia de Covid-19. Assim, o objetivo do estudo foi avaliar os impactos da pandemia de Covid-19 na saúde dos profissionais de enfermagem por meio de uma revisão sistemática da literatura com meta-análise, incluindo estudos publicados em 2020 na Web of Science, PubMed e SciELO. Em relação à revisão sistemática, incluímos 25 estudos, com desenho transversal, de 12 países. Os participantes eram em sua maioria enfermeiras ou equipes de enfermagem. Impactos mentais como ansiedade, depressão, desânimo e sentimento de obrigação de trabalhar foram frequentemente relatados pelos participantes dos estudos. As meta-análises incluíram variáveis de sofrimento psicológico, e nenhuma associação foi encontrada entre sofrimento psíquico e o fato de ser um profissional de saúde de linha de frente (OR 0,94; IC 95% 0,33-2,67). A saúde mental dos profissionais de enfermagem foi impactada negativamente pela pandemia de Covid-19. Os principais sintomas apresentados foram ansiedade, depressão e desânimo, e muitas enfermeiras se sentiram obrigadas a trabalhar na linha de frente do combate à pandemia; embora sofram impactos emocionais e sobrecarga de trabalho nos serviços de saúde.",Covid-19; coronavírus; profissionais de saúde; saúde mental,https://www.scielo.br/j/tes/a/zRDGfrMMHx9ThNqRcxbhFhp/?lang=en
educação na pandemia,"Covid-19, Desigualdades e Privilégios na Educação Profissional Brasileira","Covid-19, Desigualdades e Privilégios na Educação Profissional Brasileira. Este artigo aborda a questão das desigualdades e dos privilégios entre estudantes da Educação Profissional brasileira no contexto da pandemia da Covid-19. O nosso objetivo é problematizar as dificuldades de acesso dos estudantes às aulas remotas ofertadas pelo Instituto Federal de Educação, Ciência e Tecnologia do Norte de Minas Gerais – IFNMG. Levando em consideração esse contexto, este trabalho, à luz do conceito de Capital Cultural de Bourdieu e Passeron (2018), ao analisar dados recentes de um relatório técnico produzido pela Instituição, constata a persistência de uma estrutura educacional de reprodução das desigualdades sociais que também se estende dramaticamente para o ambiente virtual, reproduzindo formas de dominação e privilégios de classe.",Educação Profissional; Desigualdades; Privilégios; Covid-19,https://www.scielo.br/j/edreal/a/YmRmyC7rgMcVrtwWnRHgNxc/?lang=pt
educação na pandemia,Dimensão psicossocial da pandemia do Sars-CoV-2 nas práticas de cuidado em saúde de idosos,"Considerando que no cenário do Sars-CoV-2 os idosos são o grupo etário em maior risco de desenvolver formas graves da doença e que o distanciamento social afeta a saúde emocional, o presente artigo propõe discutir a dimensão psicossocial da pandemia com foco nos idosos de um município baiano, dialogando com a necessidade de produção de novos conhecimentos e práticas de cuidado em um município baiano. Trata-se de um estudo de caso, no qual os participantes responderam a um questionário digital semiestruturado. Tomando como referência a análise de conteúdo como método, os resultados foram organizados por meio de três grandes categorias: 1) Afetações psicossociais, comportamentais e emocionais; 2) Planejamento no cuidado da população idosa; 3) Práticas de cuidado da população idosa durante a pandemia. Concluiu-se que as dimensões psicossocial e coletiva condicionam a saúde e o cuidado dos idosos gerando desafios adicionais no planejamento das ações.",Efeitos psicossociais da doença; Sars-CoV-2; Envelhecimento; Acolhimento; Prática profissional,https://www.scielo.br/j/icse/a/mZ554gkSPHt9mbWLCLyRyrP/?lang=pt
educação na pandemia,"O primeiro Curso Aberto, On-line e Massivo (Mooc) sobre Covid-19 e iniquidades no Brasil: potências da saúde coletiva no enfrentamento da infodemia e das fake news","A pandemia do novo coronavírus emergiu em momento de avanço do neoliberalismo, com o agravamento das desigualdades sociais, os poucos investimentos para a ciência, a expansão do negacionismo científico e a intensa produção de informações falsas (fake news). Os Cursos On-line Abertos e Massivos (Mooc) têm sido utilizados como estratégia para a difusão científica e o enfrentamento da infodemia, pois ampliam o acesso à informação e atingem um maior público. O objetivo do artigo foi apresentar a idealização, a concepção e o desenvolvimento do primeiro Mooc no campo da saúde coletiva sobre a Covid- 19 e iniquidades em saúde. Trata-se de um estudo descritivo sobre a ferramenta de ensino a distância. Durante os 12 meses de oferta, foram registradas 5.721 inscrições e 3.433 cursistas concluintes, com uma taxa de conclusão de 60%. O Mooc atuou de modo exitoso em um front de batalha de desentendimento, da infodemia e do embaralhamento de mentiras. Além disso, consolidou uma avaliação positiva de insti- tuições, que passam por grave crise de confiança. Destaca-se a propriedade de difusão científica massiva e combate às fake news sobre a Covid-19 do primeiro curso Mooc do gênero no País.",Covid-19; Iniquidade em saúde; Educação à distância; E-learning; Saúde pública,https://www.scielo.br/j/sdeb/a/LsD77FqrBzqfGSKqpMWWybK/?lang=pt
educação na pandemia,"Adesão ao isolamento social na pandemia de Covid-19 entre professores da educação básica de Minas Gerais, Brasil","Este estudo teve por objetivo estimar a prevalência da adesão ao isolamento social e verificar os fatores associados, durante a pandemia de Covid-19, entre professores de Minas Gerais, Brasil. Trata- se de um estudo transversal realizado com uma amostra de 15.641 docentes. Aplicou-se um formulário digital para a coleta dos dados. Foram conduzidas análises descritivas das variáveis, que incluíram adesão ao isolamento social, características sociodemográficas, fatores ocupacionais e condições de saúde au- torrelatadas. Utilizou-se o modelo de regressão de Poisson com variância robusta e se estimaram Razões de Prevalências (RP) com intervalos de 95% de confiança. A prevalência de adesão ao isolamento social foi estimada em 79,8%, cujos fatores associados foram: sexo feminino; faixa etária igual ou superior a 60 anos; viver com o(a) cônjuge; maior carga horária de trabalho; dificuldades no sono; sentimento de tristeza; além de patologias como hipertensão arterial sistêmica, diabetes mellitus, obesidade e doenças respiratórias. Evidenciou-se expressiva prevalência de adesão às medidas de isolamento social entre os docentes, e que a adesão está associada a características sociodemográficas, fatores ocupacionais e condições de saúde dos profissionais da educação.",Professores escolares; Isolamento social; Infecções por coronavírus; Covid-19; Epidemiologia,https://www.scielo.br/j/sdeb/a/CBczBTrHM5tqxLQjL4fd5fr/?lang=pt
educação na pandemia,"Impactos da Covid-19 à luz dos marcadores sociais de diferença: raça, gênero e classe social","Objetivou-se discutir sobre os impactos da Covid-19 a grupos populacionais, considerando-se as vulnerabilidades à luz de gênero, raça e classe social. Trata-se de um estudo exploratório, de revisão integrativa da literatura, na perspectiva dos referidos marcadores sociais, que podem influenciar no prog- nóstico da Covid-19. Identificaram-se 1.343 publicações indexadas nas bases de dados Scientific Electronic Library Online (SciELO), Biblioteca Virtual em Saúde (BVS) e Literatura Latino-Americana e do Caribe em Ciências da Saúde (Lilacs). Contudo, de acordo com critérios preestabelecidos, foram incluídas oito publicações. Os marcadores sociais referidos se apresentaram como fatores/aspectos vulnerabilizadores aos impactos da Covid-19 em diversos cenários internacionais, nacionais ou regionais, diante da limitação de recursos operacionais para saúde, emprego, educação e moradia. Nesse contexto, emerge a necessidade histórica de implementar estratégias para democratização das oportunidades não somente no período pandêmico, mas especialmente no período pós-pandêmico. Para tanto, cabe a adoção de políticas socioe- conômicas de maior impacto e abrangência na vida cotidiana das populações, com o intuito de fortalecer a autonomia, a cidadania e os direitos à vida em face de antigas e novas formas de exclusão social.",Pandemia; Covid-19; Origem étnica e saúde; Identidade de gênero; Classe social,https://www.scielo.br/j/sdeb/a/n5MWHpXTT6mSqZCLKsmLJqC/?lang=pt
educação na pandemia,Agentes Comunitárias de Saúde na pandemia de Covid-19: scoping review,"Este artigo teve por objetivo sistematizar e analisar a literatura que aborda o trabalho das Agentes Comunitárias de Saúde (ACS) no enfrentamento da pandemia de Covid-19. Trata-se de uma revisão de escopo, realizada na Embase, Lilacs, SciELO, Medline e Cochrane Library. Envolve publicações no período de janeiro a dezembro de 2020, tendo os estudos selecionados sido submetidos à análise, considerando as seguintes categorias: práticas, formação, condições de trabalho e legitimidade. Foram incluídos 29 estudos na revisão cujo cenário de atuação das ACS foram países da África, América do Sul, América do Norte, Ásia e Europa. Os resultados revelaram enfoques diversificados de práticas nos países estudados que envolvem ações de cuidado, vigilância, comunicação e educação em saúde, práticas administrativas, articulação intersetorial e mobilização social. A formação recebida parece não corresponder ao rol de práticas e impacto esperado do trabalho das ACS. As condições de trabalho continuam precarizadas com alguns incentivos extras sendo ofertados em diferentes cenários. O reconhecimento e a legitimidade perante as autoridades sanitárias revelam a disputa em torno do próprio rumo dos modelos de atenção à saúde e abrangência dos sistemas de proteção social nos diversos países.",Agentes Comunitários de Saúde; Infecções por coronavírus; Saúde pública; Saúde global,https://www.scielo.br/j/sdeb/a/CVbMJsGSNHnMKbSBTX6LL8L/?lang=pt
educação na pandemia,Inclusão viável-transformadora: diversos meios de agência por um adolescente com necessidades educacionais intelectuais específicas (NEIE) e suas educadoras,"Analisando dados de um projeto desenvolvido durante da pandemia da Covid-19, este artigo é motivado pela transformação viável que a história (Freire, 1996) de um aluno com necessidades educacionais intelectuais específicas (NEIE) e a compreensão de educadoras que trabalham com ele têm dessa história possibilitam em direção a uma visão prospectiva de ensino-aprendizagem, que se concentre mais nas possibilidades do que nas determinações - que enfatizariam uma visão linear, bancária de ensino-aprendizagem (Freire, 1970) e desenvolvimento. O trabalho baseia-se em múltiplos fundamentos teóricos, i.e., discussões sobre necessidades educacionais intelectuais específicas (Fidalgo & Carvalho, 2020; Carvalho et al., no prelo; Fidalgo & Magalhães, 2017), abordagem metodológica da pesquisa crítica de colaboração (Magalhães, 2011, 2018; Magalhães & Fidalgo, 2019), multiletramentos (Magalhães & Carrijo, 2018), agência transformadora (Ninin & Magalhães, 2017) - todos organizados com base na Teoria Histórico-Cultural (Vygotsky, 1924-1934/1993).",necessidades educacionais intelectuais específicas - NEIE; teoria histórico-cultural; multimodalidade; multiletramentos; educação inclusiva,https://www.scielo.br/j/delta/a/bPcsNwGxrZV3qNRxTZkr8sf/?lang=en
educação na pandemia,"Imaginando, criando, construindo juntos: práticas do psicólogo escolar em tempos de pandemia","Este artigo apresenta reflexões sobre práticas para a atuação do psicólogo escolar, bem como seus impactos no fortalecimento de coletivos no compromisso com a transformação de contextos educacionais durante o período da pandemia do novo coronavírus (COVID-19). Assume-se como perspectiva teórico-metodológica as proposições desenvolvidas por Lev Vygotsky e outros estudiosos da Psicologia Histórico-Cultural. Como enfoque das discussões lançadas, destacam-se o relato e a análise de duas práticas desenvolvidas por psicólogos-pesquisadores, inseridos nos campos da Educação Básica e da Educação Superior, durante o período de isolamento social ocasionado pela pandemia. Em ambos os contextos, e como eixo norteador das discussões, a arte é tomada como instrumento mediador, ou seja, como uma forma de linguagem potente que possibilita a ressignificação de si e do mundo. Ressalta-se a importância de o psicólogo escolar reconhecer-se como profissional cujo papel fundamental é o investimento na construção, na manutenção e na transformação dos vínculos estabelecidos entre os diferentes atores inseridos nesses contextos educacionais.",Pandemias; Psicologia escolar; Psicologia histórico-cultural,https://www.scielo.br/j/estpsi/a/7kDhvdD8D9ypky5CxPNqBwk/?lang=pt
educação na pandemia,PET–Saúde Interprofissionalidade CER II: narrativas de um grupo sobre ações cotidianas de trabalho frente às alterações provocadas pela Covid-19,"Este artigo tem por objetivo relatar a experiência de um grupo de estudantes, preceptores e tutoras participantes do Programa Educação pelo Trabalho para a Saúde - PET-Saúde Interprofissionalidade, da Universidade Federal de São Paulo, no contexto de pandemia de Covid-19. Foram construídas narrativas coletivas das estudantes, preceptoras e tutoras. As narrativas explicitam as dificuldades pessoais, o sofrimento decorrente do distanciamento social, as mudanças no trabalho e na universidade e a preocupação em ofertar novas formas de cuidado aos usuários. Pôde-se constatar que as atividades on-line exigem muito mais dos atores envolvidos e os conduzem a uma reflexão sobre o fazer interprofissional. Utilizando a narrativa, contamos o que acontece em um contexto de rupturas, como o grupo se fortaleceu e reinventou estratégias de cuidado. Ao narrar as experiências do grupo, que nos tocam, de forma grupal elas tornam-se coletivas e compartilham um modo de vivenciar o mundo.",Educação Interprofissional; Formação profissional em saúde; Equipe de trabalho; Narrativa,https://www.scielo.br/j/icse/a/HYJNBhfJK4MZjMkFgqsyWSK/?lang=pt
educação na pandemia,Confinamento e retorno às aulas na Argentina: histórias de professores sobre desigualdade em uma pandemia,"Durante o primeiro ano da pandemia de Covid-19, o governo argentino determinou um bloqueio rigoroso que levou ao fechamento de todas as escolas. Consequentemente, o corpo docente continuou a lecionar remotamente, adaptando-se aos recursos tecnológicos disponíveis em suas escolas. Então, evidenciou-se uma segregação educacional entre os setores público e privado, aumentada pela exclusão digital existente. No ano seguinte, houve o regresso à presença escolar com protocolos rigorosos que visam minimizar o risco de contágio nas escolas. O presente trabalho desenvolve um método descritivo e qualitativo, baseado em entrevistas com professores do ensino médio de Bahía Blanca, Argentina. Eles foram questionados sobre suas percepções e experiências em relação à educação na pandemia durante os anos de 2020 e 2021. Nos resultados, destaca-se que a volta ao atendimento presencial conseguiu equilibrar as desigualdades educacionais evidenciadas no ano anterior pela brecha digital. Da mesma forma, tanto professores quanto alunos conseguiram se adaptar aos protocolos de saúde e valorizaram positivamente o retorno à sala de aula.",Segregação educacional; Covid-19; Aulas presenciais; TIC; Ensino online; Desigualdade educacional,https://www.scielo.br/j/tl/a/T8TTvthFc5pcYdVVCg9Jq6p/?lang=es
educação na pandemia,Formação de enfermeiros durante a pandemia de COVID-19 no extremo sul do Brasil: estudo transversal,"Objetivos
identificar as estratégias adotadas para a continuidade da formação de enfermeiros durante a pandemia de COVID-19.

Métodos
estudo transversal, realizado com coordenadores de curso de graduação em Enfermagem do Rio Grande do Sul, Brasil, e coleta de dados on-line, entre novembro de 2020 e março de 2021.

Resultados
participaram 48 coordenadores; as Instituições de Ensino Superior adotaram o Ensino Remoto Emergencial no tempo médio de 26,9 dias após a determinação do distanciamento social e a mediana 45 dias em relação aos Estágios Obrigatórios, sendo que em 2020/1 81,3% das instituições mantiveram alunos nesta atividade e em 2020/2 o número passou para 85,4%. A supervisão direta, nos estágios, foi realizada em 50% das instituições. Como auxílio aos estudantes, destacaram-se o acesso a plataformas e biblioteca digital, e acesso assíncrono ao conteúdo.

Conclusão e implicações para a prática
as estratégias para a continuidade do ensino incluíram a adoção de estratégia on-line, a retomada de estágios curriculares, a redução do número de alunos por grupo nas aulas práticas e a disponibilização de auxílio aos estudantes. O presente estudo identificou iniciativas que garantiram o ensino de Enfermagem no contexto pandêmico; há necessidade de novas investigações que avaliem o impacto de tais medidas na qualidade do ensino.",Coronavírus; Educação em Enfermagem; Enfermagem; Ensino; Pandemia,https://www.scielo.br/j/ean/a/xXPWm4gY4cLqKxXkcMVwxqn/?lang=pt
educação na pandemia,Percepção dos professores sobre jogos da web e dispositivos móveis no nível educacional superior durante a pandemia de COVID-19,"O vírus SARS-CoV-2 tem feito com que as universidades busquem novas alternativas tecnológicas para aprimorar o ensino e a aprendizagem na modalidade a distância. Esta pesquisa quantitativa e qualitativa analisa a percepção de educadores sobre jogos para web e dispositivos móveis durante a pandemia de COVID-19, considerando a técnica de aprendizado de máquina e a técnica de árvore de decisão (ciência de dados). Os participantes são 60 professores de educação superior que ministraram cursos na Universidade Nacional Autônoma do México em 2021 e obtiveram o diploma “Inovação no Ensino Universitário 2021”. A técnica de aprendizado de máquina indica que o uso de web games e dispositivos móveis influenciam positivamente o trabalho docente e a participação dos alunos durante o processo ensino-aprendizagem. Além disso, a data science estabelece quatro modelos preditivos sobre essas ferramentas tecnológicas por meio da técnica de árvore de decisão. Por fim, os web games e dispositivos móveis permitem a criação de novos espaços virtuais que favorecem o ensino a distância e facilitam o aprendizado de qualquer lugar.",Educadores; Dispositivos móveis; TIC; Ensino; Ciência de dados,https://www.scielo.br/j/tl/a/mzSCXqhmptL6wtbMryVZsMj/?lang=es
educação na pandemia,Pandemia Covid-19 para residentes Medicina de Emergência: estudo observacional em saúde mental e prática médica,"Introdução:
Medicina de emergência é uma especialidade relativamente nova no Brasil, aprovada apenas em 2016, e programas de treinamento em residência têm sido instituídos desde então. O ambiente da emergência é conhecido por representar uma tensão entre vida e morte nos profissionais, o que culmina em altos índices de adoecimento mental nessa população. A pandemia da Covid-19 aparenta estar influenciando nas taxas de depressão, ansiedade e burnout de profissionais de saúde.

Objetivo:
Este estudo teve como objetivos avaliar os sintomas de burnout, depressão e ansiedade em residentes de medicina de emergência brasileiros durante a pandemia da Covid-19 e comparar as crenças deles sobre a prática clínica relacionada aos pacientes com a doença.

Método:
Um estudo quantitativo foi realizado com uma amostra conveniente de médicos residentes voluntários, por meio de uma pesquisa on-line anônima disponível durante o mês de abril de 2020. Esta investigação coletou informações sociodemográficas e utilizou as seguintes escalas: Oldenburg Burnout Inventory (OLBI) para mensurar burnout, Patient Health Questionnaire (PHQ-9) para mensurar depressão e General Anxiety Disorders (GAD-7) para mensurar transtorno de ansiedade generalizada. Neste estudo, também foi desenvolvido um Questionário sobre o Impacto da Covid-19 (CIQ-19) para acessar as crenças e práticas clínicas relacionadas aos pacientes com Covid-19.

Resultado:
A pesquisa foi composta de 63 voluntários, aproximadamente 26,35% dos residentes em medicina de emergência no Brasil. Apenas 39,6% dos residentes se sentiram seguros enquanto trabalhavam com pacientes com Covid-19. Encontraram-se sintomas leves de depressão em 68,2%, seguidos de sintomas de ansiedade em 50,7% e burnout em 54,0%. Aproximadamente 12% dos residentes não fazem nada relação à própria saúde mental, alguns preferem conversar com familiares e amigos (36,1%), e outros discutem com a equipe de suporte (24,3%) quando precisam de atendimento.

Conclusão:
Os residentes de medicina de emergência possuem altos índices de adoecimento mental, e isso pode piorar quando submetidos a situações estressantes e desconhecidas, como a pandemia da Covid-19. Iniciativas devem ser tomadas para melhorar a saúde mental desses médicos. Propõe-se que as instituições de saúde ofereçam aos supervisores médicos uma visão mais próxima e exclusiva sobre os médicos em treinamento. A proposta de um programa de mentoria é uma oportunidade de refletir sobre melhorias técnicas e pessoais para médicos residentes.",Medicina de Emergência; Residência; Saúde Mental,https://www.scielo.br/j/rbem/a/bCsgGfNm9xQKLSNmcVxdqPB/?lang=en
educação na pandemia,Treinamento em simulação de broncoscopia no mundo pós-pandemia,"A broncoscopia é um procedimento importante para examinar as vias aéreas. O treinamento tradicional consiste em realizar o procedimento em humanos. Isso traz riscos, embora apenas raramente, e causa estresse nos broncoscopistas em formação. O objetivo deste estudo foi realizar uma revisão da literatura a respeito de simuladores de broncoscopia e seu uso e impacto na educação médica, apresentando perspectivas acerca do uso de simuladores no mundo pós-pandemia. A revisão baseou-se em artigos publicados em inglês em 2000-2021 e recuperados a partir de buscas realizadas nos seguintes bancos de dados: MEDLINE (PubMed), Embase, SciELO e Google Acadêmico. Os simuladores de broncoscopia melhoraram muito ao longo dos anos, permitindo que o processo de ensino e aprendizagem ocorra em um ambiente livre de riscos. O treinamento com simuladores de broncoscopia é uma opção interessante para a avaliação das vias aéreas, principalmente nos próximos anos, já que a pandemia de COVID-19 ressaltou a necessidade de educação médica continuada.",Broncoscopia; Aprendizagem; Ensino; Estudantes; Coronavirus,https://www.scielo.br/j/jbpneu/a/XS85mbPFhwJHPy5H7rxYSWz/?lang=en
educação na pandemia,SUSTENTABILIDADE COMO PRÁXIS PEDAGÓGICA PARA A TRANSDISCIPLINARIDADE NA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA (EPT),"A ideia deste artigo surgiu de inquietações sobre a trajetória e o potencial da Educação Profissional e Tecnológica (EPT) no Brasil, em um momento crucial da história da humanidade, a Idade da Complexidade, em que ocorrem rápidas transformações no modo produtivo, com profundas implicações ambientais. Estudos mostram que, daqui a algumas décadas, o indivíduo não terá uma única profissão, serão constantes a criação e o desaparecimento de várias ocupações. Por esse motivo, há previsões de que, até 2050, deva surgir uma nova classe de indivíduos: os “inempregáveis”. Com isso, obviamente, os problemas sociais e econômicos advindos de todo esse processo provocarão problemas ambientais, que são o cerne da sustentabilidade. Tendo em vista esse cenário vindouro, desde o ano 2000, tem havido esforços mundiais para o atingimento das metas do desenvolvimento sustentável, inicialmente, com oito Objetivos do Milênio (ODM) e, posteriormente, com dezessete Objetivos de Desenvolvimento Sustentável (ODS). Levando em consideração esse contexto de transformações, o objetivo deste trabalho foi analisar as práticas de sustentabilidade como um possível caminho para o alcance da transdisciplinaridade na EPT. Para tanto, foram observados e discutidos os conceitos e as peculiaridades da EPT, da transdisciplinaridade e da sustentabilidade. Em um momento acelerado de transformações motivadas pela pandemia da Covid-19, é urgente que o projeto da EPT se modifique para acompanhar as rápidas mudanças tecnológicas e das relações econômicas, sociais, políticas e culturais. Devemos, então, aproveitar esse momento ímpar na história da humanidade para desenvolver uma reforma ampla nos conteúdos e nas metodologias da EPT.",currículo integrado; formação continuada de professores; paradigma da complexidade; metodologias ativas de ensino; sustentabilidade; transdisciplinaridade,https://www.scielo.br/j/edur/a/GhGqRbM4D8C99RMwL9DDJdy/?lang=pt
educação na pandemia,AÇÕES DE PROMOÇÃO DA SAÚDE NAS UNIVERSIDADES DIANTE DA PANDEMIA DO COVID-19: UMA REVISÃO DE ESCOPO,"Objetivo:
mapear na literatura as ações e estratégias de promoção da saúde das universidades no contexto da pandemia do novo coronavírus (COVID-19).

Metodo:
Scoping Review, baseado nos procedimentos recomendados pelo Instituto Joanna Briggs. Com base nestas perspectivas, ficou estabelecida a pergunta norteadora: quais ações e estratégias de promoção da saúde foram realizadas em universidades com a comunidade interna e seu entorno na pandemia do COVID-19? As buscas foram realizadas em março de 2021 nas bases de dados de portais de informação públicos, restritos e de literatura cinzenta.

Resultados:
foram selecionados 38 estudos e com base nesses foram construídas três categorias: 1) Ações e estratégias de enfrentamento do COVID-19 nas universidades 2) Ações e estratégias inclusivas e de Proteção social a grupos vulneráveis ao COVID-19 nas universidades 3) Ações e estratégias de Educação em saúde e bem-estar em face do COVID-19 nas universidades.

Conclusões:
o estudo evidenciou que ações e estratégias de promoção da saúde nas Universidades acontecem quando a proposta encontra apoio institucional, mobilização inter e transdisciplinar, integração com setores governamentais e iniciativa privada, além do engajamento da população acadêmica. Observaram-se diversas ações em diferentes cenários, demonstrando comprometimento social e posicionamento crítico em face do COVID-19, visando uma sociedade mais justa e sustentável pela via do conhecimento.",Promoção da saúde; Saúde do estudante; Instituições de ensino superior; COVID-19; Serviços de saúde para estudantes,https://www.scielo.br/j/tce/a/jKBk9mJJrY7sfYjRXyDfmRw/?lang=en
educação na pandemia,ENSINO REMOTO PARA ESTUDANTES DO PÚBLICO-ALVO DA EDUCAÇÃO ESPECIAL NOS INSTITUTOS FEDERAIS,"Em decorrência da pandemia da Covid-19 e das medidas de distanciamento social requeridas, as aulas presenciais foram suspensas no início de 2020. Diante desse novo contexto, o objetivo do estudo consistiu em analisar como ficou o ensino para os estudantes público-alvo da educação especial (PAEE) nos Institutos Federais de Educação, Ciência e Tecnologia (IFs). A abordagem exploratória e descritiva, do tipo pesquisa de levantamento, foi realizada junto a 156 docentes de diferentes campi dos IFs. A coleta de dados foi realizada por meio de questionário. Os dados obtidos foram sistematizados, organizados e analisados quantitativa e qualitativamente em categorias temáticas, acompanhando as variáveis do instrumento. Os resultados evidenciaram que os docentes buscaram diferentes alternativas no ensino remoto, tais como: planejar colaborativamente; adotar procedimentos diferenciados no planejamento específico; prever modificações na prática pedagógica; utilizar material didático e avaliações adaptadas etc. As tecnologias e o ambiente virtual foram considerados tanto em aspectos positivos quanto desafiadores. Conclui-se que a demanda para atender às necessidades educacionais dos estudantes PAEE no ensino remoto exigiu o replanejamento dos processos pedagógicos com diferentes ações que variaram a depender de cada instituto. Contudo, faltaram diretrizes para elaborar o plano de ensino individualizado, assim como maior articulação com os professores de educação especial, o que pode impactar a qualidade do ensino e a aprendizagem do PAEE. Sugere-se que outras pesquisas sejam desenvolvidas, buscando maior aprofundamento e a avaliação das experiências docentes durante o ensino remoto no contexto da pandemia.",inclusão escolar; covid-19; planejamento educacional; acessibilidade curricular; educação profissional,https://www.scielo.br/j/edur/a/HVbpYScg5kWBDg4Q6QsnnKc/?lang=pt
